,trade_date,gvkey,weights
145,2018-06-07,V,0.036987338215112686
146,2018-06-07,VZ,0.03273218125104904
147,2018-06-07,WBA,0.042257390916347504
148,2018-06-07,WMT,0.04954260215163231
149,2018-06-07,XOM,0.027034765109419823
150,2018-06-08,AAPL,0.027034765109419823
151,2018-06-08,AXP,0.027034765109419823
152,2018-06-08,BA,0.027034765109419823
153,2018-06-08,CAT,0.03924570232629776
154,2018-06-08,CSCO,0.027034765109419823
155,2018-06-08,CVX,0.03755443915724754
156,2018-06-08,DD,0.03188082203269005
157,2018-06-08,DIS,0.02943330444395542
158,2018-06-08,GS,0.027034765109419823
159,2018-06-08,HD,0.027034765109419823
160,2018-06-08,IBM,0.027034765109419823
161,2018-06-08,INTC,0.027034765109419823
162,2018-06-08,JNJ,0.027034765109419823
163,2018-06-08,JPM,0.035917021334171295
164,2018-06-08,KO,0.042675986886024475
165,2018-06-08,MCD,0.027034765109419823
166,2018-06-08,MMM,0.070243701338768
167,2018-06-08,MRK,0.027034765109419823
168,2018-06-08,MSFT,0.028776362538337708
169,2018-06-08,NKE,0.027034765109419823
170,2018-06-08,PFE,0.031472355127334595
171,2018-06-08,PG,0.027034765109419823
172,2018-06-08,RTX,0.053904805332422256
173,2018-06-08,TRV,0.03185460343956947
174,2018-06-08,UNH,0.027034765109419823
175,2018-06-08,V,0.036987338215112686
176,2018-06-08,VZ,0.03273218125104904
177,2018-06-08,WBA,0.042257390916347504
178,2018-06-08,WMT,0.04954260215163231
179,2018-06-08,XOM,0.027034765109419823
180,2018-06-11,AAPL,0.027034765109419823
181,2018-06-11,AXP,0.027034765109419823
182,2018-06-11,BA,0.027034765109419823
183,2018-06-11,CAT,0.03924570232629776
184,2018-06-11,CSCO,0.027034765109419823
185,2018-06-11,CVX,0.03755443915724754
186,2018-06-11,DD,0.03188082203269005
187,2018-06-11,DIS,0.02943330444395542
188,2018-06-11,GS,0.027034765109419823
189,2018-06-11,HD,0.027034765109419823
190,2018-06-11,IBM,0.027034765109419823
191,2018-06-11,INTC,0.027034765109419823
192,2018-06-11,JNJ,0.027034765109419823
193,2018-06-11,JPM,0.035917021334171295
194,2018-06-11,KO,0.042675986886024475
195,2018-06-11,MCD,0.027034765109419823
196,2018-06-11,MMM,0.070243701338768
197,2018-06-11,MRK,0.027034765109419823
198,2018-06-11,MSFT,0.028776362538337708
199,2018-06-11,NKE,0.027034765109419823
200,2018-06-11,PFE,0.031472355127334595
201,2018-06-11,PG,0.027034765109419823
202,2018-06-11,RTX,0.053904805332422256
203,2018-06-11,TRV,0.03185460343956947
204,2018-06-11,UNH,0.027034765109419823
205,2018-06-11,V,0.036987338215112686
206,2018-06-11,VZ,0.03273218125104904
207,2018-06-11,WBA,0.042257390916347504
208,2018-06-11,WMT,0.04954260215163231
209,2018-06-11,XOM,0.027034765109419823
210,2018-06-12,AAPL,0.027034765109419823
211,2018-06-12,AXP,0.027034765109419823
212,2018-06-12,BA,0.027034765109419823
213,2018-06-12,CAT,0.03924570232629776
214,2018-06-12,CSCO,0.027034765109419823
215,2018-06-12,CVX,0.03755443915724754
216,2018-06-12,DD,0.03188082203269005
217,2018-06-12,DIS,0.02943330444395542
218,2018-06-12,GS,0.027034765109419823
219,2018-06-12,HD,0.027034765109419823
220,2018-06-12,IBM,0.027034765109419823
221,2018-06-12,INTC,0.027034765109419823
222,2018-06-12,JNJ,0.027034765109419823
223,2018-06-12,JPM,0.035917021334171295
224,2018-06-12,KO,0.042675986886024475
225,2018-06-12,MCD,0.027034765109419823
226,2018-06-12,MMM,0.070243701338768
227,2018-06-12,MRK,0.027034765109419823
228,2018-06-12,MSFT,0.028776362538337708
229,2018-06-12,NKE,0.027034765109419823
230,2018-06-12,PFE,0.031472355127334595
231,2018-06-12,PG,0.027034765109419823
232,2018-06-12,RTX,0.053904805332422256
233,2018-06-12,TRV,0.03185460343956947
234,2018-06-12,UNH,0.027034765109419823
235,2018-06-12,V,0.036987338215112686
236,2018-06-12,VZ,0.03273218125104904
237,2018-06-12,WBA,0.042257390916347504
238,2018-06-12,WMT,0.04954260215163231
239,2018-06-12,XOM,0.027034765109419823
240,2018-06-13,AAPL,0.027034765109419823
241,2018-06-13,AXP,0.027034765109419823
242,2018-06-13,BA,0.027034765109419823
243,2018-06-13,CAT,0.03924570232629776
244,2018-06-13,CSCO,0.027034765109419823
245,2018-06-13,CVX,0.03755443915724754
246,2018-06-13,DD,0.03188082203269005
247,2018-06-13,DIS,0.02943330444395542
248,2018-06-13,GS,0.027034765109419823
249,2018-06-13,HD,0.027034765109419823
250,2018-06-13,IBM,0.027034765109419823
251,2018-06-13,INTC,0.027034765109419823
252,2018-06-13,JNJ,0.027034765109419823
253,2018-06-13,JPM,0.035917021334171295
254,2018-06-13,KO,0.042675986886024475
255,2018-06-13,MCD,0.027034765109419823
256,2018-06-13,MMM,0.070243701338768
257,2018-06-13,MRK,0.027034765109419823
258,2018-06-13,MSFT,0.028776362538337708
259,2018-06-13,NKE,0.027034765109419823
260,2018-06-13,PFE,0.031472355127334595
261,2018-06-13,PG,0.027034765109419823
262,2018-06-13,RTX,0.053904805332422256
263,2018-06-13,TRV,0.03185460343956947
264,2018-06-13,UNH,0.027034765109419823
265,2018-06-13,V,0.036987338215112686
266,2018-06-13,VZ,0.03273218125104904
267,2018-06-13,WBA,0.042257390916347504
268,2018-06-13,WMT,0.04954260215163231
269,2018-06-13,XOM,0.027034765109419823
270,2018-06-14,AAPL,0.027034765109419823
271,2018-06-14,AXP,0.027034765109419823
272,2018-06-14,BA,0.027034765109419823
273,2018-06-14,CAT,0.03924570232629776
274,2018-06-14,CSCO,0.027034765109419823
275,2018-06-14,CVX,0.03755443915724754
276,2018-06-14,DD,0.03188082203269005
277,2018-06-14,DIS,0.02943330444395542
278,2018-06-14,GS,0.027034765109419823
279,2018-06-14,HD,0.027034765109419823
280,2018-06-14,IBM,0.027034765109419823
281,2018-06-14,INTC,0.027034765109419823
282,2018-06-14,JNJ,0.027034765109419823
283,2018-06-14,JPM,0.035917021334171295
284,2018-06-14,KO,0.042675986886024475
285,2018-06-14,MCD,0.027034765109419823
286,2018-06-14,MMM,0.070243701338768
287,2018-06-14,MRK,0.027034765109419823
288,2018-06-14,MSFT,0.028776362538337708
289,2018-06-14,NKE,0.027034765109419823
290,2018-06-14,PFE,0.031472355127334595
291,2018-06-14,PG,0.027034765109419823
292,2018-06-14,RTX,0.053904805332422256
293,2018-06-14,TRV,0.03185460343956947
294,2018-06-14,UNH,0.027034765109419823
295,2018-06-14,V,0.036987338215112686
296,2018-06-14,VZ,0.03273218125104904
297,2018-06-14,WBA,0.042257390916347504
298,2018-06-14,WMT,0.04954260215163231
299,2018-06-14,XOM,0.027034765109419823
300,2018-06-15,AAPL,0.027034765109419823
301,2018-06-15,AXP,0.027034765109419823
302,2018-06-15,BA,0.027034765109419823
303,2018-06-15,CAT,0.03924570232629776
304,2018-06-15,CSCO,0.027034765109419823
305,2018-06-15,CVX,0.03755443915724754
306,2018-06-15,DD,0.03188082203269005
307,2018-06-15,DIS,0.02943330444395542
308,2018-06-15,GS,0.027034765109419823
309,2018-06-15,HD,0.027034765109419823
310,2018-06-15,IBM,0.027034765109419823
311,2018-06-15,INTC,0.027034765109419823
312,2018-06-15,JNJ,0.027034765109419823
313,2018-06-15,JPM,0.035917021334171295
314,2018-06-15,KO,0.042675986886024475
315,2018-06-15,MCD,0.027034765109419823
316,2018-06-15,MMM,0.070243701338768
317,2018-06-15,MRK,0.027034765109419823
318,2018-06-15,MSFT,0.028776362538337708
319,2018-06-15,NKE,0.027034765109419823
320,2018-06-15,PFE,0.031472355127334595
321,2018-06-15,PG,0.027034765109419823
322,2018-06-15,RTX,0.053904805332422256
323,2018-06-15,TRV,0.03185460343956947
324,2018-06-15,UNH,0.027034765109419823
325,2018-06-15,V,0.036987338215112686
326,2018-06-15,VZ,0.03273218125104904
327,2018-06-15,WBA,0.042257390916347504
328,2018-06-15,WMT,0.04954260215163231
329,2018-06-15,XOM,0.027034765109419823
330,2018-06-18,AAPL,0.027034765109419823
331,2018-06-18,AXP,0.027034765109419823
332,2018-06-18,BA,0.027034765109419823
333,2018-06-18,CAT,0.03924570232629776
334,2018-06-18,CSCO,0.027034765109419823
335,2018-06-18,CVX,0.03755443915724754
336,2018-06-18,DD,0.03188081830739975
337,2018-06-18,DIS,0.02943330444395542
338,2018-06-18,GS,0.027034765109419823
339,2018-06-18,HD,0.027034765109419823
340,2018-06-18,IBM,0.027034765109419823
341,2018-06-18,INTC,0.027034765109419823
342,2018-06-18,JNJ,0.027034765109419823
343,2018-06-18,JPM,0.035917021334171295
344,2018-06-18,KO,0.04267598316073418
345,2018-06-18,MCD,0.027034765109419823
346,2018-06-18,MMM,0.070243701338768
347,2018-06-18,MRK,0.027034765109419823
348,2018-06-18,MSFT,0.028776362538337708
349,2018-06-18,NKE,0.027034765109419823
350,2018-06-18,PFE,0.031472355127334595
351,2018-06-18,PG,0.027034765109419823
352,2018-06-18,RTX,0.05390482023358345
353,2018-06-18,TRV,0.031854599714279175
354,2018-06-18,UNH,0.027034765109419823
355,2018-06-18,V,0.03698733448982239
356,2018-06-18,VZ,0.03273218125104904
357,2018-06-18,WBA,0.042257390916347504
358,2018-06-18,WMT,0.04954260215163231
359,2018-06-18,XOM,0.027034765109419823
360,2018-06-19,AAPL,0.02718460001051426
361,2018-06-19,AXP,0.02718460001051426
362,2018-06-19,BA,0.02718460001051426
363,2018-06-19,CAT,0.038662612438201904
364,2018-06-19,CSCO,0.02718460001051426
365,2018-06-19,CVX,0.03918278217315674
366,2018-06-19,DD,0.029341133311390877
367,2018-06-19,DIS,0.030639009550213814
368,2018-06-19,GS,0.02718460001051426
369,2018-06-19,HD,0.02718460001051426
370,2018-06-19,IBM,0.02718460001051426
371,2018-06-19,INTC,0.02718460001051426
372,2018-06-19,JNJ,0.02718460001051426
373,2018-06-19,JPM,0.03566579893231392
374,2018-06-19,KO,0.04100661724805832
375,2018-06-19,MCD,0.02718460001051426
376,2018-06-19,MMM,0.06906207650899887
377,2018-06-19,MRK,0.02718460001051426
378,2018-06-19,MSFT,0.03007875196635723
379,2018-06-19,NKE,0.02718460001051426
380,2018-06-19,PFE,0.029823482036590576
381,2018-06-19,PG,0.027225898578763008
382,2018-06-19,RTX,0.05808371677994728
383,2018-06-19,TRV,0.029991205781698227
384,2018-06-19,UNH,0.02718460001051426
385,2018-06-19,V,0.03496203571557999
386,2018-06-19,VZ,0.03288237378001213
387,2018-06-19,WBA,0.0424472913146019
388,2018-06-19,WMT,0.050360843539237976
389,2018-06-19,XOM,0.02718460001051426
390,2018-06-20,AAPL,0.02718460001051426
391,2018-06-20,AXP,0.02718460001051426
392,2018-06-20,BA,0.02718460001051426
393,2018-06-20,CAT,0.038662612438201904
394,2018-06-20,CSCO,0.02718460001051426
395,2018-06-20,CVX,0.03918278217315674
396,2018-06-20,DD,0.029341133311390877
397,2018-06-20,DIS,0.030639009550213814
398,2018-06-20,GS,0.02718460001051426
399,2018-06-20,HD,0.02718460001051426
400,2018-06-20,IBM,0.02718460001051426
401,2018-06-20,INTC,0.02718460001051426
402,2018-06-20,JNJ,0.02718460001051426
403,2018-06-20,JPM,0.03566579893231392
404,2018-06-20,KO,0.04100661724805832
405,2018-06-20,MCD,0.02718460001051426
406,2018-06-20,MMM,0.06906207650899887
407,2018-06-20,MRK,0.02718460001051426
408,2018-06-20,MSFT,0.03007875196635723
409,2018-06-20,NKE,0.02718460001051426
410,2018-06-20,PFE,0.029823482036590576
411,2018-06-20,PG,0.027225898578763008
412,2018-06-20,RTX,0.05808371677994728
413,2018-06-20,TRV,0.029991205781698227
414,2018-06-20,UNH,0.02718460001051426
415,2018-06-20,V,0.03496203571557999
416,2018-06-20,VZ,0.03288237378001213
417,2018-06-20,WBA,0.0424472913146019
418,2018-06-20,WMT,0.050360843539237976
419,2018-06-20,XOM,0.02718460001051426
420,2018-06-21,AAPL,0.02718460001051426
421,2018-06-21,AXP,0.02718460001051426
422,2018-06-21,BA,0.02718460001051426
423,2018-06-21,CAT,0.038662612438201904
424,2018-06-21,CSCO,0.02718460001051426
425,2018-06-21,CVX,0.03918278217315674
426,2018-06-21,DD,0.029341133311390877
427,2018-06-21,DIS,0.030639009550213814
428,2018-06-21,GS,0.02718460001051426
429,2018-06-21,HD,0.02718460001051426
430,2018-06-21,IBM,0.02718460001051426
431,2018-06-21,INTC,0.02718460001051426
432,2018-06-21,JNJ,0.02718460001051426
433,2018-06-21,JPM,0.03566579893231392
434,2018-06-21,KO,0.04100661724805832
435,2018-06-21,MCD,0.02718460001051426
436,2018-06-21,MMM,0.06906207650899887
437,2018-06-21,MRK,0.02718460001051426
438,2018-06-21,MSFT,0.03007875196635723
439,2018-06-21,NKE,0.02718460001051426
440,2018-06-21,PFE,0.029823482036590576
441,2018-06-21,PG,0.027225898578763008
442,2018-06-21,RTX,0.05808371677994728
443,2018-06-21,TRV,0.029991205781698227
444,2018-06-21,UNH,0.02718460001051426
445,2018-06-21,V,0.03496203571557999
446,2018-06-21,VZ,0.03288237378001213
447,2018-06-21,WBA,0.0424472913146019
448,2018-06-21,WMT,0.050360843539237976
449,2018-06-21,XOM,0.02718460001051426
450,2018-06-22,AAPL,0.02718460001051426
451,2018-06-22,AXP,0.02718460001051426
452,2018-06-22,BA,0.02718460001051426
453,2018-06-22,CAT,0.038662612438201904
454,2018-06-22,CSCO,0.02718460001051426
455,2018-06-22,CVX,0.03918278217315674
456,2018-06-22,DD,0.029341133311390877
457,2018-06-22,DIS,0.030639009550213814
458,2018-06-22,GS,0.02718460001051426
459,2018-06-22,HD,0.02718460001051426
460,2018-06-22,IBM,0.02718460001051426
461,2018-06-22,INTC,0.02718460001051426
462,2018-06-22,JNJ,0.02718460001051426
463,2018-06-22,JPM,0.03566579893231392
464,2018-06-22,KO,0.04100661724805832
465,2018-06-22,MCD,0.02718460001051426
466,2018-06-22,MMM,0.06906207650899887
467,2018-06-22,MRK,0.02718460001051426
468,2018-06-22,MSFT,0.03007875196635723
469,2018-06-22,NKE,0.02718460001051426
470,2018-06-22,PFE,0.029823482036590576
471,2018-06-22,PG,0.027225898578763008
472,2018-06-22,RTX,0.05808371677994728
473,2018-06-22,TRV,0.029991205781698227
474,2018-06-22,UNH,0.02718460001051426
475,2018-06-22,V,0.03496203571557999
476,2018-06-22,VZ,0.03288237378001213
477,2018-06-22,WBA,0.0424472913146019
478,2018-06-22,WMT,0.050360843539237976
479,2018-06-22,XOM,0.02718460001051426
480,2018-06-25,AAPL,0.02718460001051426
481,2018-06-25,AXP,0.02718460001051426
482,2018-06-25,BA,0.02718460001051426
483,2018-06-25,CAT,0.038662612438201904
484,2018-06-25,CSCO,0.02718460001051426
485,2018-06-25,CVX,0.03918278217315674
486,2018-06-25,DD,0.029341133311390877
487,2018-06-25,DIS,0.030639009550213814
488,2018-06-25,GS,0.02718460001051426
489,2018-06-25,HD,0.02718460001051426
490,2018-06-25,IBM,0.02718460001051426
491,2018-06-25,INTC,0.02718460001051426
492,2018-06-25,JNJ,0.02718460001051426
493,2018-06-25,JPM,0.03566579893231392
494,2018-06-25,KO,0.04100661724805832
495,2018-06-25,MCD,0.02718460001051426
496,2018-06-25,MMM,0.06906207650899887
497,2018-06-25,MRK,0.02718460001051426
498,2018-06-25,MSFT,0.03007875196635723
499,2018-06-25,NKE,0.02718460001051426
500,2018-06-25,PFE,0.029823482036590576
501,2018-06-25,PG,0.027225898578763008
502,2018-06-25,RTX,0.05808371677994728
503,2018-06-25,TRV,0.029991205781698227
504,2018-06-25,UNH,0.02718460001051426
505,2018-06-25,V,0.03496203571557999
506,2018-06-25,VZ,0.03288237378001213
507,2018-06-25,WBA,0.0424472913146019
508,2018-06-25,WMT,0.050360843539237976
509,2018-06-25,XOM,0.02718460001051426
510,2018-06-26,AAPL,0.02718460001051426
511,2018-06-26,AXP,0.02718460001051426
512,2018-06-26,BA,0.02718460001051426
513,2018-06-26,CAT,0.038662612438201904
514,2018-06-26,CSCO,0.02718460001051426
515,2018-06-26,CVX,0.03918278217315674
516,2018-06-26,DD,0.029341133311390877
517,2018-06-26,DIS,0.030639009550213814
518,2018-06-26,GS,0.02718460001051426
519,2018-06-26,HD,0.02718460001051426
520,2018-06-26,IBM,0.02718460001051426
521,2018-06-26,INTC,0.02718460001051426
522,2018-06-26,JNJ,0.02718460001051426
523,2018-06-26,JPM,0.03566579893231392
524,2018-06-26,KO,0.04100661724805832
525,2018-06-26,MCD,0.02718460001051426
526,2018-06-26,MMM,0.06906207650899887
527,2018-06-26,MRK,0.02718460001051426
528,2018-06-26,MSFT,0.03007875196635723
529,2018-06-26,NKE,0.02718460001051426
530,2018-06-26,PFE,0.029823482036590576
531,2018-06-26,PG,0.027225898578763008
532,2018-06-26,RTX,0.05808371677994728
533,2018-06-26,TRV,0.029991205781698227
534,2018-06-26,UNH,0.02718460001051426
535,2018-06-26,V,0.03496203571557999
536,2018-06-26,VZ,0.03288237378001213
537,2018-06-26,WBA,0.0424472913146019
538,2018-06-26,WMT,0.050360843539237976
539,2018-06-26,XOM,0.02718460001051426
540,2018-06-27,AAPL,0.02718460001051426
541,2018-06-27,AXP,0.02718460001051426
542,2018-06-27,BA,0.02718460001051426
543,2018-06-27,CAT,0.038662612438201904
544,2018-06-27,CSCO,0.02718460001051426
545,2018-06-27,CVX,0.03918278217315674
546,2018-06-27,DD,0.029341133311390877
547,2018-06-27,DIS,0.030639009550213814
548,2018-06-27,GS,0.02718460001051426
549,2018-06-27,HD,0.02718460001051426
550,2018-06-27,IBM,0.02718460001051426
551,2018-06-27,INTC,0.02718460001051426
552,2018-06-27,JNJ,0.02718460001051426
553,2018-06-27,JPM,0.03566579893231392
554,2018-06-27,KO,0.04100661724805832
555,2018-06-27,MCD,0.02718460001051426
556,2018-06-27,MMM,0.06906207650899887
557,2018-06-27,MRK,0.02718460001051426
558,2018-06-27,MSFT,0.03007875196635723
559,2018-06-27,NKE,0.02718460001051426
560,2018-06-27,PFE,0.029823482036590576
561,2018-06-27,PG,0.027225898578763008
562,2018-06-27,RTX,0.05808371677994728
563,2018-06-27,TRV,0.029991205781698227
564,2018-06-27,UNH,0.02718460001051426
565,2018-06-27,V,0.03496203571557999
566,2018-06-27,VZ,0.03288237378001213
567,2018-06-27,WBA,0.0424472913146019
568,2018-06-27,WMT,0.050360843539237976
569,2018-06-27,XOM,0.02718460001051426
570,2018-06-28,AAPL,0.02718460001051426
571,2018-06-28,AXP,0.02718460001051426
572,2018-06-28,BA,0.02718460001051426
573,2018-06-28,CAT,0.038662612438201904
574,2018-06-28,CSCO,0.02718460001051426
575,2018-06-28,CVX,0.03918278217315674
576,2018-06-28,DD,0.029341133311390877
577,2018-06-28,DIS,0.030639009550213814
578,2018-06-28,GS,0.02718460001051426
579,2018-06-28,HD,0.02718460001051426
580,2018-06-28,IBM,0.02718460001051426
581,2018-06-28,INTC,0.02718460001051426
582,2018-06-28,JNJ,0.02718460001051426
583,2018-06-28,JPM,0.03566579893231392
584,2018-06-28,KO,0.04100661724805832
585,2018-06-28,MCD,0.02718460001051426
586,2018-06-28,MMM,0.06906207650899887
587,2018-06-28,MRK,0.02718460001051426
588,2018-06-28,MSFT,0.03007875196635723
589,2018-06-28,NKE,0.02718460001051426
590,2018-06-28,PFE,0.029823482036590576
591,2018-06-28,PG,0.027225898578763008
592,2018-06-28,RTX,0.05808371677994728
593,2018-06-28,TRV,0.029991205781698227
594,2018-06-28,UNH,0.02718460001051426
595,2018-06-28,V,0.03496203571557999
596,2018-06-28,VZ,0.03288237378001213
597,2018-06-28,WBA,0.0424472913146019
598,2018-06-28,WMT,0.050360843539237976
599,2018-06-28,XOM,0.02718460001051426
600,2018-06-29,AAPL,0.02718460001051426
601,2018-06-29,AXP,0.02718460001051426
602,2018-06-29,BA,0.02718460001051426
603,2018-06-29,CAT,0.038662612438201904
604,2018-06-29,CSCO,0.02718460001051426
605,2018-06-29,CVX,0.03918278217315674
606,2018-06-29,DD,0.029341133311390877
607,2018-06-29,DIS,0.030639009550213814
608,2018-06-29,GS,0.02718460001051426
609,2018-06-29,HD,0.02718460001051426
610,2018-06-29,IBM,0.02718460001051426
611,2018-06-29,INTC,0.02718460001051426
612,2018-06-29,JNJ,0.02718460001051426
613,2018-06-29,JPM,0.03566579893231392
614,2018-06-29,KO,0.04100661724805832
615,2018-06-29,MCD,0.02718460001051426
616,2018-06-29,MMM,0.06906207650899887
617,2018-06-29,MRK,0.02718460001051426
618,2018-06-29,MSFT,0.03007875196635723
619,2018-06-29,NKE,0.02718460001051426
620,2018-06-29,PFE,0.029823482036590576
621,2018-06-29,PG,0.027225898578763008
622,2018-06-29,RTX,0.05808371677994728
623,2018-06-29,TRV,0.029991205781698227
624,2018-06-29,UNH,0.02718460001051426
625,2018-06-29,V,0.03496203571557999
626,2018-06-29,VZ,0.03288237378001213
627,2018-06-29,WBA,0.0424472913146019
628,2018-06-29,WMT,0.050360843539237976
629,2018-06-29,XOM,0.02718460001051426
630,2018-07-02,AAPL,0.02718460001051426
631,2018-07-02,AXP,0.02718460001051426
632,2018-07-02,BA,0.02718460001051426
633,2018-07-02,CAT,0.038662612438201904
634,2018-07-02,CSCO,0.02718460001051426
635,2018-07-02,CVX,0.03918278217315674
636,2018-07-02,DD,0.029341133311390877
637,2018-07-02,DIS,0.030639009550213814
